Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Power,Temp_diff,Tool_wear_squared
299.1,308.4,1332.0,51.7,71,0,0,0,0,0,0,False,False,True,68864.40000000001,9.299999999999955,5041
299.1,308.5,1647.0,35.0,74,0,0,0,0,0,0,False,True,False,57645.0,9.399999999999977,5476
299.2,308.6,1267.0,67.19999999999999,76,1,0,0,1,0,0,False,True,False,85142.39999999998,9.400000000000034,5776
299.2,308.7,1375.0,55.1,78,0,0,0,0,0,0,True,False,False,75762.5,9.5,6084
299.3,308.6,1422.0,48.9,83,0,0,0,0,0,0,False,True,False,69535.8,9.300000000000011,6889
299.3,308.7,1408.0,48.7,85,0,0,0,0,0,0,False,True,False,68569.6,9.399999999999977,7225
299.4,308.9,1440.0,42.5,87,0,0,0,0,0,0,False,True,False,61200.0,9.5,7569
299.3,308.8,1772.0,25.2,89,0,0,0,0,0,0,False,True,False,44654.4,9.5,7921
299.2,308.7,1492.0,37.8,91,0,0,0,0,0,0,False,True,False,56397.6,9.5,8281
299.2,308.7,1650.0,30.5,93,0,0,0,0,0,0,False,True,False,50325.0,9.5,8649
299.1,308.6,1895.5,14.6,95,0,0,0,0,0,0,False,False,True,27674.3,9.5,9025
299.0,308.6,1648.0,30.8,98,0,0,0,0,0,0,False,True,False,50758.4,9.600000000000023,9604
299.0,308.6,1653.0,31.7,100,0,0,0,0,0,0,False,True,False,52400.1,9.600000000000023,10000
299.0,308.6,1895.5,22.3,102,0,0,0,0,0,0,False,True,False,42269.65,9.600000000000023,10404
299.1,308.6,1555.0,36.6,104,0,0,0,0,0,0,False,True,False,56913.0,9.5,10816
299.0,308.6,1661.0,32.2,106,0,0,0,0,0,0,False,True,False,53484.200000000004,9.600000000000023,11236
299.0,308.6,1434.0,45.9,108,0,0,0,0,0,0,False,True,False,65820.59999999999,9.600000000000023,11664
299.0,308.6,1297.0,54.2,110,0,0,0,0,0,0,False,True,False,70297.40000000001,9.600000000000023,12100
299.0,308.6,1466.0,46.4,112,0,0,0,0,0,0,False,True,False,68022.4,9.600000000000023,12544
298.9,308.6,1517.0,39.8,114,0,0,0,0,0,0,False,False,True,60376.6,9.700000000000045,12996
298.9,308.5,1742.0,34.5,117,0,0,0,0,0,0,False,True,False,60099.0,9.600000000000023,13689
298.9,308.5,1580.0,39.1,119,0,0,0,0,0,0,False,True,False,61778.0,9.600000000000023,14161
298.9,308.5,1534.0,42.9,121,0,0,0,0,0,0,False,False,True,65808.59999999999,9.600000000000023,14641
298.9,308.6,1481.0,40.7,124,0,0,0,0,0,0,False,True,False,60276.700000000004,9.700000000000045,15376
299.0,308.6,1429.0,37.7,126,0,0,0,0,0,0,False,True,False,53873.3,9.600000000000023,15876
298.9,308.6,1574.0,33.5,128,0,0,0,0,0,0,False,False,True,52729.0,9.700000000000045,16384
298.9,308.6,1524.0,40.4,131,0,0,0,0,0,0,False,False,True,61569.6,9.700000000000045,17161
299.0,308.7,1507.0,37.5,134,0,0,0,0,0,0,False,True,False,56512.5,9.699999999999989,17956
298.9,308.5,1467.0,44.7,136,0,0,0,0,0,0,False,True,False,65574.90000000001,9.600000000000023,18496
298.9,308.4,1301.0,51.1,138,0,0,0,0,0,0,False,True,False,66481.1,9.5,19044
298.9,308.5,1429.0,55.1,140,0,0,0,0,0,0,False,True,False,78737.90000000001,9.600000000000023,19600
298.9,308.5,1555.0,37.6,142,0,0,0,0,0,0,False,False,True,58468.0,9.600000000000023,20164
298.9,308.5,1503.0,40.6,145,0,0,0,0,0,0,False,True,False,61021.8,9.600000000000023,21025
298.9,308.5,1459.0,43.1,147,0,0,0,0,0,0,False,True,False,62882.9,9.600000000000023,21609
298.9,308.4,1449.0,42.4,149,0,0,0,0,0,0,True,False,False,61437.6,9.5,22201
298.9,308.5,1387.0,57.3,154,0,0,0,0,0,0,False,True,False,79475.09999999999,9.600000000000023,23716
298.9,308.5,1456.0,50.0,156,0,0,0,0,0,0,False,False,True,72800.0,9.600000000000023,24336
299.0,308.5,1604.0,34.7,159,0,0,0,0,0,0,False,True,False,55658.8,9.5,25281
299.0,308.6,1734.0,32.4,161,0,0,0,0,0,0,False,True,False,56181.6,9.600000000000023,25921
299.0,308.6,1378.0,47.8,163,0,0,0,0,0,0,False,True,False,65868.4,9.600000000000023,26569
298.9,308.7,1504.0,41.8,165,0,0,0,0,0,0,False,True,False,62867.2,9.800000000000011,27225
298.9,308.7,1402.0,49.8,167,0,0,0,0,0,0,False,False,True,69819.59999999999,9.800000000000011,27889
298.8,308.6,1524.0,37.7,170,0,0,0,0,0,0,True,False,False,57454.8,9.800000000000011,28900
298.8,308.6,1593.0,35.5,175,0,0,0,0,0,0,False,True,False,56551.5,9.800000000000011,30625
298.9,308.7,1772.0,28.4,177,0,0,0,0,0,0,False,False,True,50324.799999999996,9.800000000000011,31329
298.9,308.6,1623.0,31.0,180,0,0,0,0,0,0,True,False,False,50313.0,9.700000000000045,32400
298.9,308.7,1356.0,50.7,185,0,0,0,0,0,0,False,True,False,68749.2,9.800000000000011,34225
298.9,308.7,1500.0,41.6,187,0,0,0,0,0,0,True,False,False,62400.0,9.800000000000011,34969
299.1,308.8,1566.0,46.6,192,0,0,0,0,0,0,True,False,False,72975.6,9.699999999999989,36864
299.1,308.9,1445.0,43.4,197,0,0,0,0,0,0,False,True,False,62713.0,9.799999999999955,38809
299.0,308.8,1382.0,58.5,199,0,0,0,0,0,0,True,False,False,80847.0,9.800000000000011,39601
299.0,308.8,1418.0,45.7,204,0,0,0,0,0,0,False,False,True,64802.600000000006,9.800000000000011,41616
299.1,308.8,1329.0,53.6,207,1,0,0,0,1,0,False,True,False,71234.40000000001,9.699999999999989,42849
299.1,308.8,1491.0,41.0,209,0,0,0,0,0,0,False,False,True,61131.0,9.699999999999989,43681
299.2,308.9,1573.0,37.4,212,0,0,0,0,0,0,False,False,True,58830.2,9.699999999999989,44944
299.2,308.9,1521.0,42.3,215,0,0,0,0,0,0,False,False,True,64338.299999999996,9.699999999999989,46225
299.1,308.9,1467.0,47.2,218,0,0,0,0,0,0,False,True,False,69242.40000000001,9.799999999999955,47524
299.1,308.9,1325.0,48.4,220,0,0,0,0,0,0,False,False,True,64130.0,9.799999999999955,48400
299.1,308.9,1617.0,32.3,223,0,0,0,0,0,0,False,True,False,52229.1,9.799999999999955,49729
299.1,308.9,1476.0,42.7,225,0,0,0,0,0,0,False,False,True,63025.200000000004,9.799999999999955,50625
299.2,309.0,1515.0,48.9,228,1,0,0,0,1,0,False,True,False,74083.5,9.800000000000011,51984
299.2,309.0,1408.0,47.2,0,0,0,0,0,0,0,False,True,False,66457.6,9.800000000000011,0
299.2,309.1,1468.0,45.6,2,0,0,0,0,0,0,False,True,False,66940.8,9.900000000000034,4
299.2,309.1,1387.0,48.7,4,0,0,0,0,0,0,False,True,False,67546.90000000001,9.900000000000034,16
299.2,309.1,1503.0,34.7,6,0,0,0,0,0,0,False,False,True,52154.100000000006,9.900000000000034,36
299.2,309.1,1410.0,47.1,9,0,0,0,0,0,0,True,False,False,66411.0,9.900000000000034,81
299.0,308.9,1615.0,30.6,14,0,0,0,0,0,0,False,True,False,49419.0,9.899999999999977,196
299.0,308.9,1511.0,35.9,16,0,0,0,0,0,0,False,True,False,54244.9,9.899999999999977,256
299.1,309.0,1405.0,53.8,18,0,0,0,0,0,0,False,True,False,75589.0,9.899999999999977,324
299.0,308.9,1526.0,41.1,20,0,0,0,0,0,0,False,False,True,62718.6,9.899999999999977,400
298.9,308.8,1530.0,38.3,23,0,0,0,0,0,0,False,True,False,58598.99999999999,9.900000000000034,529
299.0,308.7,1583.0,32.5,25,0,0,0,0,0,0,False,True,False,51447.5,9.699999999999989,625
298.9,308.6,1895.5,18.7,27,0,0,0,0,0,0,False,True,False,35445.85,9.700000000000045,729
298.8,308.5,1490.0,35.0,29,0,0,0,0,0,0,False,True,False,52150.0,9.699999999999989,841
298.8,308.5,1736.0,29.0,31,0,0,0,0,0,0,False,True,False,50344.0,9.699999999999989,961
298.8,308.5,1395.0,44.4,33,0,0,0,0,0,0,False,True,False,61938.0,9.699999999999989,1089
298.9,308.6,1425.0,49.6,35,0,0,0,0,0,0,False,False,True,70680.0,9.700000000000045,1225
298.8,308.6,1631.0,32.4,38,0,0,0,0,0,0,False,True,False,52844.399999999994,9.800000000000011,1444
298.8,308.6,1535.0,41.2,40,0,0,0,0,0,0,False,True,False,63242.00000000001,9.800000000000011,1600
298.8,308.6,1584.0,34.4,42,0,0,0,0,0,0,False,True,False,54489.6,9.800000000000011,1764
298.8,308.7,1543.0,38.2,44,0,0,0,0,0,0,False,False,True,58942.600000000006,9.899999999999977,1936
298.8,308.7,1635.0,35.2,47,0,0,0,0,0,0,False,True,False,57552.00000000001,9.899999999999977,2209
298.8,308.7,1446.0,45.5,49,0,0,0,0,0,0,False,False,True,65793.0,9.899999999999977,2401
298.8,308.6,1598.0,35.1,52,0,0,0,0,0,0,False,False,True,56089.8,9.800000000000011,2704
298.8,308.6,1501.0,35.0,55,0,0,0,0,0,0,False,True,False,52535.0,9.800000000000011,3025
298.8,308.5,1450.0,50.8,57,0,0,0,0,0,0,False,True,False,73660.0,9.699999999999989,3249
298.8,308.6,1730.0,25.9,59,0,0,0,0,0,0,False,True,False,44807.0,9.800000000000011,3481
298.8,308.6,1571.0,33.7,61,0,0,0,0,0,0,False,False,True,52942.700000000004,9.800000000000011,3721
298.9,308.7,1438.0,51.7,64,0,0,0,0,0,0,False,True,False,74344.6,9.800000000000011,4096
298.8,308.5,1510.0,38.7,66,0,0,0,0,0,0,False,False,True,58437.00000000001,9.699999999999989,4356
298.9,308.7,1389.0,44.9,69,0,0,0,0,0,0,False,True,False,62366.1,9.800000000000011,4761
298.8,308.7,1490.0,33.6,71,0,0,0,0,0,0,False,True,False,50064.0,9.899999999999977,5041
298.9,308.7,1729.0,26.6,73,0,0,0,0,0,0,False,True,False,45991.4,9.800000000000011,5329
299.0,308.8,1495.0,38.4,75,0,0,0,0,0,0,False,True,False,57408.0,9.800000000000011,5625
298.9,308.8,1281.0,53.9,77,0,0,0,0,0,0,False,True,False,69045.9,9.900000000000034,5929
298.9,308.7,1353.0,48.1,79,0,0,0,0,0,0,True,False,False,65079.3,9.800000000000011,6241
299.1,308.8,1429.0,50.1,84,0,0,0,0,0,0,False,True,False,71592.90000000001,9.699999999999989,7056
299.1,308.8,1413.0,42.1,86,0,0,0,0,0,0,False,True,False,59487.3,9.699999999999989,7396
299.1,308.8,1502.0,38.3,88,0,0,0,0,0,0,False,True,False,57526.6,9.699999999999989,7744
299.1,308.8,1553.0,32.6,90,0,0,0,0,0,0,True,False,False,50627.8,9.699999999999989,8100
299.2,308.9,1712.0,26.4,95,0,0,0,0,0,0,True,False,False,45196.799999999996,9.699999999999989,9025
299.3,309.0,1786.0,23.5,100,0,0,0,0,0,0,False,True,False,41971.0,9.699999999999989,10000
299.2,309.0,1895.5,21.4,102,0,0,0,0,0,0,False,True,False,40563.7,9.800000000000011,10404
299.2,309.0,1541.0,36.3,104,0,0,0,0,0,0,False,False,True,55938.299999999996,9.800000000000011,10816
299.2,309.1,1605.0,34.3,107,0,0,0,0,0,0,False,True,False,55051.49999999999,9.900000000000034,11449
299.2,309.1,1578.0,38.1,109,0,0,0,0,0,0,False,True,False,60121.8,9.900000000000034,11881
299.3,309.2,1440.0,37.5,111,0,0,0,0,0,0,False,False,True,54000.0,9.899999999999977,12321
299.4,309.2,1489.0,42.3,114,0,0,0,0,0,0,False,True,False,62984.7,9.800000000000011,12996
299.4,309.3,1366.0,48.4,116,0,0,0,0,0,0,False,True,False,66114.4,9.900000000000034,13456
299.3,309.2,1541.0,37.2,118,0,0,0,0,0,0,False,True,False,57325.200000000004,9.899999999999977,13924
299.3,309.1,1552.0,40.7,120,0,0,0,0,0,0,True,False,False,63166.4,9.800000000000011,14400
299.3,309.1,1473.0,40.3,125,0,0,0,0,0,0,False,True,False,59361.899999999994,9.800000000000011,15625
299.3,309.1,1531.0,37.9,127,0,0,0,0,0,0,False,True,False,58024.9,9.800000000000011,16129
299.3,309.2,1511.0,37.2,129,0,0,0,0,0,0,False,True,False,56209.200000000004,9.899999999999977,16641
299.3,309.1,1449.0,47.9,131,0,0,0,0,0,0,False,False,True,69407.09999999999,9.800000000000011,17161
299.4,309.1,1440.0,50.0,134,0,0,0,0,0,0,False,False,True,72000.0,9.700000000000045,17956
299.2,309.0,1881.0,23.9,137,0,0,0,0,0,0,False,False,True,44955.899999999994,9.800000000000011,18769
299.3,309.0,1447.0,50.4,140,0,0,0,0,0,1,False,True,False,72928.8,9.699999999999989,19600
299.4,309.1,1326.0,62.0,142,0,0,0,0,0,0,False,False,True,82212.0,9.700000000000045,20164
299.4,309.2,1607.0,31.7,145,0,0,0,0,0,0,False,True,False,50941.9,9.800000000000011,21025
299.3,309.1,1551.0,39.1,147,0,0,0,0,0,0,False,True,False,60644.100000000006,9.800000000000011,21609
299.3,309.1,1496.0,37.2,149,0,0,0,0,0,0,False,True,False,55651.200000000004,9.800000000000011,22201
299.3,309.1,1493.0,38.0,151,0,0,0,0,0,0,False,True,False,56734.0,9.800000000000011,22801
299.4,309.1,1304.0,50.5,153,0,0,0,0,0,0,False,True,False,65852.0,9.700000000000045,23409
299.3,309.0,1420.0,41.6,155,0,0,0,0,0,0,False,False,True,59072.0,9.699999999999989,24025
299.4,309.1,1766.0,24.6,158,0,0,0,0,0,0,False,True,False,43443.600000000006,9.700000000000045,24964
299.6,309.2,1450.0,43.1,160,0,0,0,0,0,0,False,True,False,62495.0,9.599999999999966,25600
299.5,309.2,1872.0,22.6,162,0,0,0,0,0,0,True,False,False,42307.200000000004,9.699999999999989,26244
299.6,309.2,1713.0,26.5,167,0,0,0,0,0,0,False,True,False,45394.5,9.599999999999966,27889
299.5,309.2,1497.0,40.9,169,0,0,0,0,0,0,False,False,True,61227.299999999996,9.699999999999989,28561
299.4,309.1,1352.0,44.7,172,0,0,0,0,0,0,False,False,True,60434.4,9.700000000000045,29584
299.5,309.2,1499.0,41.5,175,0,0,0,0,0,0,False,True,False,62208.5,9.699999999999989,30625
299.5,309.3,1895.5,19.3,177,0,0,0,0,0,0,False,True,False,36583.15,9.800000000000011,31329
299.5,309.3,1422.0,49.2,179,0,0,0,0,0,0,False,True,False,69962.40000000001,9.800000000000011,32041
299.5,309.3,1523.0,41.5,181,0,0,0,0,0,0,False,True,False,63204.5,9.800000000000011,32761
299.5,309.4,1563.0,41.5,183,0,0,0,0,0,0,False,True,False,64864.5,9.899999999999977,33489
299.4,309.3,1391.0,46.6,185,0,0,0,0,0,0,False,True,False,64820.6,9.900000000000034,34225
299.3,309.1,1795.0,24.7,187,0,0,0,0,0,0,False,True,False,44336.5,9.800000000000011,34969
299.3,309.1,1293.0,53.7,189,0,0,0,0,0,0,False,True,False,69434.1,9.800000000000011,35721
299.2,309.1,1345.0,60.7,191,1,0,0,0,1,0,False,True,False,81641.5,9.900000000000034,36481
299.2,309.0,1615.0,33.7,193,0,0,0,0,0,0,False,True,False,54425.50000000001,9.800000000000011,37249
299.2,308.9,1342.0,50.8,195,0,0,0,0,0,0,False,True,False,68173.59999999999,9.699999999999989,38025
299.1,308.8,1502.0,46.7,197,0,0,0,0,0,0,False,True,False,70143.40000000001,9.699999999999989,38809
299.0,308.7,1620.0,35.4,199,0,0,0,0,0,0,False,False,True,57348.0,9.699999999999989,39601
299.0,308.7,1537.0,42.8,202,0,0,0,0,0,0,False,True,False,65783.59999999999,9.699999999999989,40804
299.0,308.7,1895.5,16.8,204,0,0,0,0,0,0,False,True,False,31844.4,9.699999999999989,41616
299.0,308.7,1706.0,28.6,206,0,0,0,0,0,0,False,True,False,48791.600000000006,9.699999999999989,42436
299.0,308.7,1895.5,16.6,208,0,0,0,0,0,0,False,True,False,31465.300000000003,9.699999999999989,43264
299.0,308.7,1396.0,48.6,0,0,0,0,0,0,0,False,True,False,67845.6,9.699999999999989,0
298.9,308.6,1522.0,46.4,2,0,0,0,0,0,0,False,True,False,70620.8,9.700000000000045,4
298.9,308.6,1539.0,45.4,4,0,0,0,0,0,0,False,True,False,69870.59999999999,9.700000000000045,16
298.9,308.5,1415.0,54.0,6,0,0,0,0,0,0,True,False,False,76410.0,9.600000000000023,36
298.8,308.5,1446.0,37.0,11,0,0,0,0,0,0,False,True,False,53502.0,9.699999999999989,121
298.8,308.6,1486.0,41.1,13,0,0,0,0,0,0,False,False,True,61074.6,9.800000000000011,169
299.0,308.7,1426.0,38.6,16,0,0,0,0,0,0,False,True,False,55043.6,9.699999999999989,256
299.0,308.7,1449.0,38.9,18,0,0,0,0,0,0,False,True,False,56366.1,9.699999999999989,324
299.1,308.8,1320.0,67.19999999999999,20,1,0,0,1,0,0,False,True,False,88703.99999999999,9.699999999999989,400
299.2,308.9,1447.0,39.6,22,0,0,0,0,0,0,False,False,True,57301.200000000004,9.699999999999989,484
299.3,309.0,1422.0,47.3,25,0,0,0,0,0,0,False,True,False,67260.59999999999,9.699999999999989,625
299.3,309.1,1399.0,52.1,27,0,0,0,0,0,0,False,True,False,72887.90000000001,9.800000000000011,729
299.4,309.2,1427.0,41.5,29,0,0,0,0,0,0,False,True,False,59220.5,9.800000000000011,841
299.3,309.2,1334.0,46.3,31,0,0,0,0,0,0,False,False,True,61764.2,9.899999999999977,961
299.3,309.1,1385.0,45.6,34,0,0,0,0,0,0,False,False,True,63156.0,9.800000000000011,1156
299.4,309.2,1552.0,37.4,37,0,0,0,0,0,0,False,True,False,58044.799999999996,9.800000000000011,1369
299.4,309.3,1534.0,37.5,39,0,0,0,0,0,0,True,False,False,57525.0,9.900000000000034,1521
299.4,309.3,1448.0,48.6,44,0,0,0,0,0,0,False,True,False,70372.8,9.900000000000034,1936
299.5,309.3,1409.0,44.7,46,0,0,0,0,0,0,False,True,False,62982.3,9.800000000000011,2116
299.4,309.2,1621.0,34.5,48,0,0,0,0,0,0,False,True,False,55924.5,9.800000000000011,2304
299.4,309.1,1547.0,40.9,50,0,0,0,0,0,0,True,False,False,63272.299999999996,9.700000000000045,2500
299.4,309.1,1895.5,22.1,55,0,0,0,0,0,0,False,True,False,41890.55,9.700000000000045,3025
299.4,309.1,1895.5,14.2,57,0,0,0,0,0,0,False,True,False,26916.1,9.700000000000045,3249
299.3,309.1,1571.0,38.3,59,0,0,0,0,0,0,False,False,True,60169.299999999996,9.800000000000011,3481
299.3,309.1,1634.0,36.8,62,0,0,0,0,0,0,False,True,False,60131.2,9.800000000000011,3844
299.3,309.0,1516.0,38.7,64,0,0,0,0,0,0,False,True,False,58669.200000000004,9.699999999999989,4096
299.4,309.1,1207.0,66.5,66,0,0,0,0,0,0,False,True,False,80265.5,9.700000000000045,4356
299.4,309.1,1670.0,35.9,68,0,0,0,0,0,0,False,True,False,59953.0,9.700000000000045,4624
299.4,309.1,1461.0,48.6,70,0,0,0,0,0,0,False,False,True,71004.6,9.700000000000045,4900
299.4,309.2,1569.0,40.8,73,0,0,0,0,0,0,False,True,False,64015.2,9.800000000000011,5329
299.4,309.2,1556.0,35.7,75,0,0,0,0,0,0,False,True,False,55549.200000000004,9.800000000000011,5625
299.5,309.3,1506.0,41.5,77,0,0,0,0,0,0,False,False,True,62499.0,9.800000000000011,5929
299.6,309.4,1642.0,30.3,80,0,0,0,0,0,0,False,False,True,49752.6,9.799999999999955,6400
299.6,309.4,1283.0,62.1,83,0,0,0,0,0,0,False,False,True,79674.3,9.799999999999955,6889
299.7,309.5,1375.0,46.8,86,0,0,0,0,0,0,True,False,False,64349.99999999999,9.800000000000011,7396
299.7,309.4,1399.0,39.9,91,0,0,0,0,0,0,False,True,False,55820.1,9.699999999999989,8281
299.7,309.4,1650.0,29.8,93,0,0,0,0,0,0,False,True,False,49170.0,9.699999999999989,8649
299.8,309.6,1346.0,53.2,95,0,0,0,0,0,0,False,False,True,71607.2,9.800000000000011,9025
299.9,309.6,1410.0,51.2,98,0,0,0,0,0,0,True,False,False,72192.0,9.700000000000045,9604
300.0,309.7,1586.0,37.8,103,0,0,0,0,0,0,False,True,False,59950.799999999996,9.699999999999989,10609
300.0,309.8,1372.0,39.6,105,0,0,0,0,0,0,False,True,False,54331.200000000004,9.800000000000011,11025
300.0,309.7,1529.0,42.4,107,0,0,0,0,0,0,True,False,False,64829.6,9.699999999999989,11449
300.0,309.7,1652.0,28.6,112,0,0,0,0,0,0,False,False,True,47247.200000000004,9.699999999999989,12544
300.1,309.8,1532.0,39.8,115,0,0,0,0,0,0,False,True,False,60973.6,9.699999999999989,13225
300.0,309.7,1554.0,32.0,117,0,0,0,0,0,0,False,True,False,49728.0,9.699999999999989,13689
299.9,309.6,1462.0,51.0,119,0,0,0,0,0,0,True,False,False,74562.0,9.700000000000045,14161
299.9,309.6,1254.0,61.3,124,0,0,0,0,0,0,False,True,False,76870.2,9.700000000000045,15376
299.9,309.6,1294.0,49.7,126,0,0,0,0,0,0,False,True,False,64311.8,9.700000000000045,15876
299.8,309.5,1739.0,27.5,128,0,0,0,0,0,0,False,True,False,47822.5,9.699999999999989,16384
299.8,309.4,1412.0,47.8,130,0,0,0,0,0,0,False,False,True,67493.59999999999,9.599999999999966,16900
299.9,309.5,1372.0,56.2,133,0,0,0,0,0,0,False,False,True,77106.40000000001,9.600000000000023,17689
299.8,309.5,1420.0,46.7,136,0,0,0,0,0,0,True,False,False,66314.0,9.699999999999989,18496
299.8,309.5,1542.0,40.3,141,0,0,0,0,0,0,False,True,False,62142.6,9.699999999999989,19881
299.8,309.4,1401.0,48.1,143,0,0,0,0,0,0,False,False,True,67388.1,9.599999999999966,20449
299.8,309.4,1510.0,42.5,146,0,0,0,0,0,0,False,True,False,64175.0,9.599999999999966,21316
299.9,309.5,1547.0,38.5,148,0,0,0,0,0,0,True,False,False,59559.5,9.600000000000023,21904
299.8,309.5,1453.0,43.2,153,0,0,0,0,0,0,False,False,True,62769.600000000006,9.699999999999989,23409
299.8,309.4,1408.0,45.6,156,0,0,0,0,0,0,False,True,False,64204.8,9.599999999999966,24336
299.8,309.4,1436.0,51.6,158,0,0,0,0,0,0,False,True,False,74097.6,9.599999999999966,24964
299.9,309.5,1582.0,38.2,160,0,0,0,0,0,0,False,False,True,60432.4,9.600000000000023,25600
299.9,309.6,1280.0,59.3,163,0,0,0,0,0,0,False,True,False,75904.0,9.700000000000045,26569
299.9,309.5,1895.5,20.4,165,0,0,0,0,0,0,False,True,False,38668.2,9.600000000000023,27225
299.9,309.5,1772.0,23.5,167,0,0,0,0,0,0,False,True,False,41642.0,9.600000000000023,27889
299.9,309.5,1779.0,26.1,169,0,0,0,0,0,0,False,True,False,46431.9,9.600000000000023,28561
299.9,309.5,1567.0,35.5,171,0,0,0,0,0,0,False,True,False,55628.5,9.600000000000023,29241
299.8,309.4,1751.0,27.0,173,0,0,0,0,0,0,False,False,True,47277.0,9.599999999999966,29929
299.9,309.5,1349.0,51.3,176,0,0,0,0,0,0,False,True,False,69203.7,9.600000000000023,30976
300.0,309.5,1425.0,40.8,178,0,0,0,0,0,0,False,False,True,58139.99999999999,9.5,31684
300.0,309.4,1395.0,44.5,181,0,0,0,0,0,0,False,True,False,62077.5,9.399999999999977,32761
299.8,309.3,1595.0,32.1,183,0,0,0,0,0,0,True,False,False,51199.5,9.5,33489
299.8,309.3,1291.0,56.4,188,0,0,0,0,0,0,False,True,False,72812.4,9.5,35344
299.9,309.4,1509.0,42.8,190,0,0,0,0,0,0,False,False,True,64585.2,9.5,36100
299.9,309.4,1483.0,38.1,193,0,0,0,0,0,0,False,False,True,56502.3,9.5,37249
299.9,309.3,1620.0,31.1,196,0,0,0,0,0,0,False,True,False,50382.0,9.400000000000034,38416
299.9,309.4,1487.0,42.2,198,0,0,0,0,0,0,False,False,True,62751.4,9.5,39204
299.8,309.4,1895.5,15.9,201,0,0,0,0,0,0,False,True,False,30138.45,9.599999999999966,40401
299.7,309.2,1691.0,27.7,203,0,0,0,0,0,0,True,False,False,46840.7,9.5,41209
299.8,309.3,1663.0,35.2,208,0,0,0,0,0,0,False,False,True,58537.600000000006,9.5,43264
299.8,309.3,1640.0,31.1,211,0,0,0,0,0,0,False,False,True,51004.0,9.5,44521
299.7,309.3,1494.0,37.8,214,0,0,0,0,0,0,True,False,False,56473.2,9.600000000000023,45796
299.8,309.4,1467.0,46.2,219,0,0,0,0,0,0,False,True,False,67775.40000000001,9.599999999999966,47961
299.7,309.3,1399.0,41.9,221,1,1,0,0,0,0,False,False,True,58618.1,9.600000000000023,48841
299.7,309.3,1445.0,42.6,0,0,0,0,0,0,0,False,True,False,61557.0,9.600000000000023,0
299.8,309.4,1480.0,40.9,2,0,0,0,0,0,0,False,True,False,60532.0,9.599999999999966,4
299.7,309.3,1546.0,37.2,4,0,0,0,0,0,0,False,True,False,57511.200000000004,9.600000000000023,16
299.7,309.3,1574.0,35.8,6,0,0,0,0,0,0,False,True,False,56349.2,9.600000000000023,36
299.7,309.3,1592.0,34.2,8,0,0,0,0,0,0,False,True,False,54446.4,9.600000000000023,64
299.8,309.5,1495.0,39.6,10,0,0,0,0,0,0,False,True,False,59202.0,9.699999999999989,100
299.8,309.6,1447.0,43.1,12,0,0,0,0,0,0,False,True,False,62365.700000000004,9.800000000000011,144
299.8,309.5,1476.0,44.4,14,0,0,0,0,0,0,False,True,False,65534.4,9.699999999999989,196
299.8,309.5,1641.0,27.1,16,0,0,0,0,0,0,False,True,False,44471.100000000006,9.699999999999989,256
299.8,309.5,1545.0,32.2,18,0,0,0,0,0,0,False,True,False,49749.00000000001,9.699999999999989,324
299.9,309.6,1364.0,44.4,20,0,0,0,0,0,0,False,False,True,60561.6,9.700000000000045,400
299.8,309.5,1590.0,28.5,23,0,0,0,0,0,0,False,True,False,45315.0,9.699999999999989,529
299.8,309.4,1460.0,37.4,25,0,0,0,0,0,0,False,True,False,54604.0,9.599999999999966,625
299.8,309.4,1609.0,32.5,27,0,0,0,0,0,0,False,True,False,52292.5,9.599999999999966,729
299.8,309.4,1633.0,27.5,29,0,0,0,0,0,0,False,True,False,44907.5,9.599999999999966,841
299.9,309.4,1348.0,52.8,31,0,0,0,0,0,0,False,True,False,71174.4,9.5,961
299.9,309.4,1322.0,53.9,33,0,0,0,0,0,0,False,True,False,71255.8,9.5,1089
300.0,309.5,1641.0,30.1,35,0,0,0,0,0,0,False,True,False,49394.100000000006,9.5,1225
300.0,309.5,1728.0,26.0,37,0,0,0,0,0,0,False,True,False,44928.0,9.5,1369
300.0,309.6,1431.0,47.7,39,0,0,0,0,0,0,False,True,False,68258.7,9.600000000000023,1521
300.1,309.7,1641.0,30.4,41,0,0,0,0,0,0,False,True,False,49886.399999999994,9.599999999999966,1681
300.1,309.6,1622.0,36.1,43,0,0,0,0,0,0,False,False,True,58554.200000000004,9.5,1849
300.1,309.6,1625.0,38.0,46,0,0,0,0,0,0,False,False,True,61750.0,9.5,2116
300.0,309.5,1869.0,22.7,49,0,0,0,0,0,0,False,True,False,42426.299999999996,9.5,2401
300.0,309.6,1452.0,46.0,51,0,0,0,0,0,0,False,True,False,66792.0,9.600000000000023,2601
300.0,309.6,1618.0,28.7,53,0,0,0,0,0,0,False,True,False,46436.6,9.600000000000023,2809
300.0,309.4,1895.5,20.0,55,0,0,0,0,0,0,False,True,False,37910.0,9.399999999999977,3025
299.9,309.4,1363.0,60.9,57,0,0,0,0,0,0,False,True,False,83006.7,9.5,3249
299.9,309.3,1473.0,40.4,59,0,0,0,0,0,0,False,True,False,59509.2,9.400000000000034,3481
299.9,309.2,1333.0,50.8,61,0,0,0,0,0,0,False,True,False,67716.4,9.300000000000011,3721
